,IIiii,tTime,P02,P08,P14,P20,Pa,Px,Pn,P002,P008,P014,P020,P0a,T02,T08,T14,T20,Ta,Tx,Tn,Tw02,Tw08,Tw14,Tw20,E02,E08,E14,E20,Ea,U02,U08,U14,U20,Ua,Un,N02,N08,N14,N20,Na,Nl02,Nl08,Nl14,Nl20,Nla,C02,C08,C14,C20,V02,V08,V14,V20,R20_08,R08_20,R20_20,WW,Ls,Lb,Zd,Zp,dF02,fF02,dF08,fF08,dF14,fF14,dF20,fF20,Fa,dFx,fFx,dFy,fFy,S,D0002,D0008,D0014,D0020,D00a,D00x,D00n,D0502,D0508,D0514,D0520,D05a,D1002,D1008,D1014,D1020,D10a,D1502,D1508,D1514,D1520,D15a,D2002,D2008,D2014,D2020,D20a,Tn_Tmr,R08_Tmr
387,K8814,2022-02-10,10095,10112,10085,10102,10098,10120,10084,10245,10263,10235,10253,10249,54,57,87,57,64,93,48,-9999,-9999,-9999,-9999,87,88,75,73,81,97,96,67,80,85,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,8,-1,8,,-9999,-9999,-1,-1,C,0,C,0,NNE,14,ENE,29,11,ENE,44,NE,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
388,K8649,2022-02-10,10228,10247,10223,10241,10235,10257,10221,10242,10261,10237,10255,10249,68,71,98,72,77,102,66,-9999,-9999,-9999,-9999,92,85,82,76,84,93,84,68,75,80,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,N,19,NNE,26,N,26,NE,33,26,NE,37,N,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
389,K8650,2022-02-10,10195,10214,10193,10209,10203,10226,10191,10237,10256,10235,10251,10245,69,72,89,74,76,94,66,-9999,-9999,-9999,-9999,88,83,75,73,80,88,82,66,71,77,63,0,0,0,0,0,0,0,0,0,0,,,,,242,270,350,203,1,-1,1,,-9999,-9999,-1,-1,N,59,N,87,NNE,86,N,93,81,NNE,120,NNE,134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
390,K8651,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,71,83,77,76,83,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNW,43,NNW,64,NNE,48,NNE,73,57,NNE,71,NE,130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
391,K8717,2022-02-10,10147,10164,10134,10147,10148,10171,10133,10242,10259,10228,10242,10243,56,57,96,71,70,112,54,-9999,-9999,-9999,-9999,83,79,72,77,78,91,86,60,76,78,56,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,2,NNE,3,S,10,C,0,4,ENE,13,NNW,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
392,K8802,2022-02-10,10203,10221,10198,10217,10210,10229,10195,10235,10254,10230,10249,10242,66,68,95,70,75,98,65,-9999,-9999,-9999,-9999,82,80,72,68,76,84,81,61,68,74,55,0,0,0,0,0,0,0,0,0,0,,,,,242,375,228,167,-1,-1,-1,,-9999,-9999,-1,-1,WNW,20,SSW,33,SE,30,S,36,30,SE,65,ESE,97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
393,K8862,2022-02-10,10212,10233,10210,10227,10220,10240,10209,10228,10249,10226,10243,10236,65,67,105,69,76,114,64,-9999,-9999,-9999,-9999,91,85,81,76,83,94,87,64,76,80,61,0,0,0,0,0,0,0,0,0,0,,,,,355,329,391,172,-1,-1,-1,,-9999,-9999,-1,-1,N,94,NNE,54,NNE,31,N,53,58,N,91,N,110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
394,K8866,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,54,56,78,60,62,83,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
395,K8867,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57,60,89,65,68,94,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
396,K8724,2022-02-10,10180,10197,10168,10180,10181,10204,10166,10260,10277,10247,10260,10261,56,60,97,74,72,111,55,-9999,-9999,-9999,-9999,90,78,67,73,77,99,83,56,71,77,51,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,W,9,NW,10,NW,18,SE,9,12,N,29,NNW,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
397,K8725,2022-02-10,10143,10161,10132,10147,10146,10168,10130,10246,10265,10235,10251,10249,55,57,92,62,66,100,53,-9999,-9999,-9999,-9999,88,82,76,75,80,97,90,65,79,83,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,7,-1,7,,-9999,-9999,-1,-1,WNW,3,WNW,20,NNW,16,ENE,33,18,ENE,34,ENE,72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
398,K8726,2022-02-10,9946,9963,9936,9943,9947,9971,9934,10254,10272,10243,10252,10255,46,42,65,49,50,67,40,-9999,-9999,-9999,-9999,83,80,76,76,79,98,97,79,88,90,76,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,1,6,,-9999,-9999,-1,-1,C,2,ENE,29,ENE,14,NNE,8,13,NE,30,ENE,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
399,K8805,2022-02-10,10181,10198,10174,10193,10186,10207,10173,10247,10264,10240,10259,10252,58,62,87,63,68,89,57,-9999,-9999,-9999,-9999,90,82,72,75,80,98,87,64,79,82,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NE,8,NE,8,NNE,26,NE,13,14,N,63,N,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
400,K8845,2022-02-10,10188,10206,10181,10198,10193,10213,10179,10245,10264,10238,10256,10251,58,61,83,65,67,90,56,-9999,-9999,-9999,-9999,88,82,72,73,79,96,87,66,75,81,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,WNW,21,NW,39,N,44,NNE,43,37,NNE,64,NNW,81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401,K8846,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62,63,97,66,72,98,60,-9999,-9999,-9999,-9999,87,82,76,76,80,92,86,63,78,80,59,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NW,31,NW,24,NNW,28,NNW,20,26,WNW,45,NW,87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
402,K8847,2022-02-10,10227,10245,10217,10236,10231,10252,10217,10253,10271,10243,10262,10257,63,65,87,69,71,92,59,-9999,-9999,-9999,-9999,91,78,69,73,78,95,81,61,73,78,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,0,N,9,E,8,NE,24,10,N,40,NNE,66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
403,K8848,2022-02-10,10231,10251,10226,10246,10238,10258,10224,10238,10259,10233,10254,10246,68,70,92,72,76,93,67,-9999,-9999,-9999,-9999,85,78,70,66,75,86,78,60,65,72,58,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NE,28,S,13,ENE,35,ENE,8,21,NE,56,NE,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
404,K8868,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,47,44,70,43,51,71,42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
405,K8869,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,61,62,89,68,70,91,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
406,K8870,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,61,62,99,65,72,100,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
407,K8871,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60,61,89,67,69,92,55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
408,K8872,2022-02-10,10217,10235,10212,10230,10224,10244,10208,10236,10254,10231,10249,10242,69,68,83,73,73,85,68,-9999,-9999,-9999,-9999,84,82,75,74,79,84,83,69,72,77,60,0,0,0,0,0,0,0,0,0,0,,,,,500,500,473,250,-1,-1,-1,,-9999,-9999,-1,-1,NW,42,NNW,69,N,66,NNW,62,60,NNE,107,NNE,119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
409,K8874,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39,37,81,43,50,83,35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,N,9,NNW,17,NNE,5,NE,13,11,WNW,31,NW,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
410,K8875,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,52,80,57,60,84,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,ENE,6,E,34,ENE,34,ENE,26,25,ENE,58,ENE,93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
411,K8876,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,49,75,56,58,76,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,1,1,,-9999,-9999,-1,-1,N,5,NNE,22,NNE,29,N,22,20,NNW,58,NNW,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
412,K8680,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52,48,77,58,59,80,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
413,K8714,2022-02-10,10099,10117,10088,10104,10102,10124,10086,10237,10256,10225,10242,10240,50,53,91,59,63,100,49,-9999,-9999,-9999,-9999,85,82,73,73,78,98,92,63,79,83,61,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,6,-1,6,,-9999,-9999,-1,-1,NNW,21,NW,15,NNW,34,ESE,21,23,WNW,33,ENE,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
414,K8715,2022-02-10,10120,10138,10108,10116,10120,10145,10105,10252,10271,10240,10248,10253,50,46,78,59,58,79,45,-9999,-9999,-9999,-9999,85,80,73,79,79,97,94,69,85,86,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,SSW,3,NNE,6,C,2,C,0,3,NE,8,ENE,22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
415,K8801,2022-02-10,10117,10135,10108,10126,10122,10142,10107,10253,10271,10243,10262,10257,55,53,88,60,64,92,51,-9999,-9999,-9999,-9999,90,89,89,87,89,100,100,79,93,93,71,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,N,10,NNE,22,E,15,ESE,5,13,NNE,22,N,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
416,K8830,2022-02-10,10239,10258,10232,10251,10245,10264,10231,10247,10266,10239,10259,10253,63,64,85,68,70,92,62,-9999,-9999,-9999,-9999,86,82,77,76,80,90,85,69,77,80,64,0,0,0,0,0,0,0,0,0,0,,,,,200,200,200,136,-1,-1,-1,,-9999,-9999,-1,-1,NNW,17,NNW,34,NNW,51,N,29,33,NNW,62,NNW,82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
417,K8840,2022-02-10,9484,9499,9480,9494,9489,9507,9479,10247,10265,10243,10262,10254,21,16,31,12,20,35,12,-9999,-9999,-9999,-9999,71,69,76,67,71,100,100,100,100,100,95,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,NE,51,N,68,NNE,29,NNE,34,46,N,69,NNE,98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
418,K8841,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,64,65,88,67,71,94,60,-9999,-9999,-9999,-9999,87,80,71,75,78,91,83,63,76,78,57,0,0,0,0,0,0,0,0,0,0,,,,,287,459,425,1,1,-1,1,,-9999,-9999,-1,-1,NNW,26,NNW,30,N,27,N,17,25,NE,55,NE,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,64,105,80,79,67,64,106,84,80,1701,2301,529,1101,1408,67,63,103,80,78,-9999,-9999
419,K8843,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62,65,93,70,72,96,62,-9999,-9999,-9999,-9999,93,86,74,76,82,98,89,63,76,82,62,0,0,0,0,0,0,0,0,0,0,,,,,91,232,369,125,-1,-1,-1,,-9999,-9999,-1,-1,NNW,16,N,42,NNE,40,N,23,30,N,50,NNW,72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
420,K8815,2022-02-10,10193,10213,10186,10203,10199,10220,10184,10239,10259,10232,10249,10245,58,57,88,63,66,98,56,-9999,-9999,-9999,-9999,89,86,77,74,82,97,94,68,78,84,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNW,35,N,31,NNE,49,NE,24,35,N,75,N,103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
421,K8920,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,31,73,38,42,74,22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,C,1,E,33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
422,K8813,2022-02-10,10172,10190,10166,10186,10178,10198,10163,10239,10258,10233,10253,10246,61,63,88,67,70,90,61,-9999,-9999,-9999,-9999,87,78,71,70,76,92,82,63,71,77,62,0,0,0,0,0,0,0,0,0,0,,,,,285,500,500,290,-1,-1,-1,,-9999,-9999,-1,-1,NNE,22,N,64,NNE,52,NNE,42,45,NE,91,NE,118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
423,K8906,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62,64,103,75,76,105,59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,8,-1,8,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
424,K8907,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43,46,79,57,56,89,38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,C,0,NE,6,NW,18,C,0,6,NW,18,WNW,46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
425,K8748,2022-02-10,10118,10136,10107,10114,10119,10144,10104,10244,10262,10232,10240,10244,54,51,80,64,62,83,50,-9999,-9999,-9999,-9999,88,77,73,74,78,98,88,68,77,83,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,S,10,NE,20,N,14,SE,10,14,N,30,NNE,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
426,K8749,2022-02-10,10129,10146,10117,10130,10130,10153,10115,10245,10262,10232,10246,10246,51,54,90,65,65,100,50,-9999,-9999,-9999,-9999,85,80,70,76,78,97,89,61,79,82,57,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,WNW,11,NW,13,NW,27,SE,7,14,NW,31,NW,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
427,K8750,2022-02-10,9938,9954,9928,9935,9939,9963,9926,10256,10273,10245,10253,10257,47,45,64,52,52,66,42,-9999,-9999,-9999,-9999,84,81,77,78,80,98,96,80,88,90,77,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,1,3,,-9999,-9999,-1,-1,S,5,C,2,SW,4,C,2,3,S,18,S,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
428,K8826,2022-02-10,10199,10218,10193,10213,10206,10226,10191,10254,10273,10248,10268,10261,64,68,97,69,74,98,63,-9999,-9999,-9999,-9999,90,82,75,71,80,94,83,62,71,78,59,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNE,30,NNE,43,NE,46,NE,32,38,NE,78,NE,111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
