,IIiii,tTime,P02,P08,P14,P20,Pa,Px,Pn,P002,P008,P014,P020,P0a,T02,T08,T14,T20,Ta,Tx,Tn,Tw02,Tw08,Tw14,Tw20,E02,E08,E14,E20,Ea,U02,U08,U14,U20,Ua,Un,N02,N08,N14,N20,Na,Nl02,Nl08,Nl14,Nl20,Nla,C02,C08,C14,C20,V02,V08,V14,V20,R20_08,R08_20,R20_20,WW,Ls,Lb,Zd,Zp,dF02,fF02,dF08,fF08,dF14,fF14,dF20,fF20,Fa,dFx,fFx,dFy,fFy,S,D0002,D0008,D0014,D0020,D00a,D00x,D00n,D0502,D0508,D0514,D0520,D05a,D1002,D1008,D1014,D1020,D10a,D1502,D1508,D1514,D1520,D15a,D2002,D2008,D2014,D2020,D20a,Tn_Tmr,R08_Tmr
169,K8446,2022-02-10,10194,10211,10192,10210,10202,10222,10188,10233,10250,10230,10249,10240,69,75,116,76,84,120,68,-9999,-9999,-9999,-9999,92,82,86,77,84,93,79,63,74,77,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,NNW,41,N,42,E,36,N,21,35,N,65,NNE,102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
170,K8447,2022-02-10,10203,10219,10201,10217,10210,10231,10197,10217,10233,10215,10231,10224,75,74,94,78,80,100,71,-9999,-9999,-9999,-9999,89,84,83,75,83,86,82,70,71,77,65,0,0,0,0,0,0,0,0,0,0,,,,,350,263,296,147,1,-1,1,,-9999,-9999,-1,-1,NE,14,NE,29,NE,26,NE,30,25,NE,51,NE,87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
171,K8448,2022-02-10,10197,10215,10197,10211,10205,10228,10193,10223,10241,10223,10237,10231,72,75,95,79,80,97,68,-9999,-9999,-9999,-9999,89,84,84,83,85,88,81,71,78,80,69,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNE,53,NE,88,ENE,84,ENE,88,78,ENE,110,NNE,137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172,K8202,2022-02-10,10063,10080,10053,10069,10066,10086,10051,10250,10268,10239,10256,10253,59,66,98,74,74,108,58,-9999,-9999,-9999,-9999,93,97,85,73,87,100,100,70,71,85,68,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,2,E,5,NNE,14,NNE,17,10,NE,26,NNE,48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
173,K8301,2022-02-10,10228,10246,10222,10239,10234,10257,10219,10235,10253,10229,10246,10241,69,76,100,77,80,108,69,-9999,-9999,-9999,-9999,90,81,80,78,82,91,78,65,74,77,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,2,NE,13,ENE,15,E,34,16,ENE,25,E,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
174,K8402,2022-02-10,9982,9999,9976,9992,9987,10009,9973,10243,10261,10236,10253,10248,54,57,86,58,64,96,50,-9999,-9999,-9999,-9999,90,82,84,78,84,100,90,75,85,88,66,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,WSW,10,ENE,15,E,29,ENE,20,18,ENE,36,ENE,59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
175,K8462,2022-02-10,10226,10244,10225,10239,10234,10256,10220,10233,10251,10232,10246,10240,72,74,86,79,78,88,68,-9999,-9999,-9999,-9999,92,82,79,79,83,91,80,71,74,79,68,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,NNW,32,NNE,60,NE,65,NNE,55,53,NNE,71,NNE,109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
176,K8463,2022-02-10,10226,10243,10220,10239,10232,10254,10216,10235,10252,10229,10248,10241,70,81,110,78,85,111,69,-9999,-9999,-9999,-9999,97,92,89,82,90,97,85,68,78,82,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,WNW,16,SSW,21,SSW,20,W,5,16,S,29,NW,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177,K8464,2022-02-10,10227,10244,10225,10240,10234,10257,10220,10241,10258,10239,10254,10248,69,74,104,77,81,106,69,-9999,-9999,-9999,-9999,93,90,82,77,86,94,87,65,73,80,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,NNW,5,NNE,12,NNE,20,NNE,19,14,NNE,32,NNE,78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
178,K8465,2022-02-10,10225,10244,10223,10239,10233,10255,10219,10234,10253,10232,10248,10242,69,77,96,76,80,101,68,-9999,-9999,-9999,-9999,94,89,81,77,85,95,85,68,74,80,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,W,8,NNW,10,ENE,30,ENE,20,17,E,37,N,65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
179,K8466,2022-02-10,10189,10205,10179,10198,10193,10214,10177,10228,10244,10217,10237,10232,68,74,101,72,79,108,66,-9999,-9999,-9999,-9999,91,80,83,78,83,92,78,67,77,78,63,0,0,0,0,0,0,0,0,0,0,,,,,346,350,330,114,-1,-1,-1,,-9999,-9999,-1,-1,NE,10,WSW,9,ENE,43,ENE,33,24,ENE,57,NE,92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
180,K3283,2022-02-10,10222,10238,10213,10231,10226,10246,10211,10235,10251,10226,10244,10239,81,86,103,87,89,106,79,-9999,-9999,-9999,-9999,101,102,91,85,95,94,91,73,76,84,72,0,0,0,0,0,0,0,0,0,0,,,,,23,151,156,157,4,-1,4,,-9999,-9999,-1,-1,NE,3,E,7,ESE,13,NE,18,10,NE,23,NE,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
181,K8203,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65,64,106,76,78,108,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,NE,11,NNW,6,ENE,11,7,ENE,27,ESE,42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
182,K8204,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60,59,105,75,75,112,56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,6,NNE,26,NNW,10,NNE,29,18,NNE,39,NNE,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
183,K8305,2022-02-10,10227,10246,10226,10240,10235,10257,10222,10231,10250,10230,10244,10239,68,73,90,76,77,95,66,-9999,-9999,-9999,-9999,96,87,76,79,84,97,85,66,76,81,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NNW,9,N,51,NE,63,N,61,46,N,73,N,112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
184,K8306,2022-02-10,10224,10243,10219,10235,10230,10254,10215,10231,10250,10226,10242,10237,70,79,102,78,82,110,69,-9999,-9999,-9999,-9999,100,82,83,81,86,100,77,67,77,80,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,0,NNW,10,E,21,NE,10,10,NW,24,NW,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
185,K8424,2022-02-10,10192,10210,10188,10205,10199,10221,10185,10236,10254,10231,10249,10242,66,72,97,72,77,104,62,-9999,-9999,-9999,-9999,97,94,85,82,90,100,93,71,81,86,68,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,0,NE,36,NE,50,NE,45,33,NE,68,NE,102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
186,K8425,2022-02-10,10104,10120,10104,10117,10111,10133,10099,10223,10239,10223,10236,10230,64,68,84,73,72,87,62,-9999,-9999,-9999,-9999,91,81,78,79,82,95,82,71,77,81,68,0,0,0,0,0,0,0,0,0,0,,,,,106,441,500,137,2,-1,2,,-9999,-9999,-1,-1,NE,13,ENE,43,NNE,61,NE,40,39,NNE,82,NE,113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
187,K8426,2022-02-10,10230,10246,10228,10242,10236,10258,10223,10239,10255,10237,10251,10246,69,74,90,79,78,96,67,-9999,-9999,-9999,-9999,95,86,80,78,85,96,84,70,73,81,66,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,NW,27,NNW,58,N,66,N,41,48,NNE,71,NE,99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
188,K8467,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68,76,101,78,81,106,66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,K8468,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68,76,98,76,80,110,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
190,K8469,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69,77,103,78,82,109,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
191,K8470,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,78,99,77,81,110,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
192,K8471,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70,76,95,76,79,99,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
193,K8472,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69,77,100,77,81,106,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
194,K8473,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,69,79,97,77,80,100,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
195,K8474,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66,72,101,77,79,102,64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,-1,3,,-9999,-9999,-1,-1,C,-9999,C,-9999,C,-9999,C,-9999,-9999,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,K8258,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,64,69,99,79,78,101,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,S,6,ESE,20,S,25,13,ESE,34,SE,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
197,K8259,2022-02-10,9492,9507,9485,9498,9496,9516,9483,10239,10256,10228,10246,10242,32,42,79,34,47,97,29,-9999,-9999,-9999,-9999,75,68,81,70,74,97,83,76,90,86,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,NNW,9,WNW,21,ESE,25,SE,9,16,SW,43,NNW,78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
198,K8405,2022-02-10,10220,10237,10213,10231,10225,10245,10210,10228,10245,10221,10239,10233,71,81,118,79,87,126,70,-9999,-9999,-9999,-9999,97,84,87,79,87,96,78,63,74,78,59,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,21,NNE,17,ESE,9,NE,25,18,N,26,ENE,63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
199,K8430,2022-02-10,10224,10242,10219,10238,10231,10253,10216,10255,10273,10250,10269,10262,69,76,100,77,80,104,67,-9999,-9999,-9999,-9999,96,86,81,76,85,97,82,66,72,79,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,N,4,NNW,12,ENE,24,NE,23,16,NNE,32,NE,59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200,K8441,2022-02-10,10227,10245,10222,10239,10233,10256,10219,10234,10252,10229,10246,10240,70,79,97,75,80,109,70,-9999,-9999,-9999,-9999,94,83,82,79,84,94,78,68,76,79,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,NE,22,E,30,ENE,27,20,E,38,E,79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201,K8442,2022-02-10,10196,10215,10194,10210,10204,10226,10190,10235,10254,10233,10249,10243,64,70,91,73,74,94,62,-9999,-9999,-9999,-9999,94,88,81,79,86,98,88,70,77,83,67,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,-1,4,,-9999,-9999,-1,-1,C,1,ESE,19,ENE,24,E,27,18,ESE,35,ENE,65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
202,K8443,2022-02-10,10228,10247,10225,10241,10235,10258,10221,10242,10261,10239,10255,10249,70,77,105,76,82,110,68,-9999,-9999,-9999,-9999,97,87,84,79,87,97,83,66,76,80,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,NNE,29,ENE,36,ENE,43,27,ENE,53,NE,89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
203,K8444,2022-02-10,10225,10243,10224,10238,10232,10255,10219,10239,10257,10238,10252,10246,70,75,93,79,79,100,69,-9999,-9999,-9999,-9999,95,87,82,77,85,95,84,70,72,80,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNE,29,NNE,32,ENE,49,NNE,38,37,ENE,56,ENE,94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
204,K8417,2022-02-10,9674,9690,9667,9682,9678,9699,9666,10243,10260,10233,10252,10247,39,36,65,34,44,73,32,-9999,-9999,-9999,-9999,81,79,81,75,79,100,100,84,96,95,78,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,N,16,NNE,41,NE,27,ENE,41,31,ENE,52,E,94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
205,K8544,2022-02-10,10054,10074,10052,10069,10062,10084,10048,10229,10249,10226,10244,10237,59,66,98,67,72,110,58,-9999,-9999,-9999,-9999,91,85,85,77,84,98,87,70,79,84,66,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NNE,48,NE,33,E,51,ENE,23,39,E,80,ENE,126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
206,K8545,2022-02-10,9944,9962,9937,9952,9949,9970,9933,10236,10255,10227,10244,10240,56,63,103,59,70,124,54,-9999,-9999,-9999,-9999,90,88,88,81,87,99,92,70,87,87,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,-1,2,,-9999,-9999,-1,-1,N,49,NNE,28,E,41,ENE,42,40,N,91,E,122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
207,K8546,2022-02-10,10114,10135,10112,10126,10122,10144,10106,10227,10248,10224,10239,10234,66,71,96,75,77,108,65,-9999,-9999,-9999,-9999,94,87,85,77,86,96,86,71,74,82,65,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,58,NNE,61,NE,85,NE,110,78,NE,117,NE,142,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
208,K8547,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,79,91,78,80,95,67,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
209,K8548,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,61,64,94,65,71,104,60,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,2,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
210,K8549,2022-02-10,10082,10100,10074,10093,10087,10108,10070,10252,10270,10242,10263,10257,65,69,116,71,80,120,61,-9999,-9999,-9999,-9999,91,82,90,82,86,94,82,66,81,81,63,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,NNE,40,ENE,33,NE,22,ESE,27,30,NNE,59,E,84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
